Date,Open,High,Low,Close,Volume
03/01/2005 15:30:00,2080,2118.6,2080,2115,0
04/01/2005 15:30:00,2116.95,2120.15,2100.55,2103.75,0
05/01/2005 15:30:00,2103.75,2105.1,1990.15,2032.2,0
06/01/2005 15:30:00,2031.55,2035.65,1984.25,1998.35,0
07/01/2005 15:30:00,1998.25,2021.45,1992.55,2015.5,0
10/01/2005 15:30:00,2016.75,2025.9,1974.8,1982,0
11/01/2005 15:30:00,1982.7,1988.9,1947.35,1952.05,0
12/01/2005 15:30:00,1953.6,1966.65,1900.85,1913.6,0
13/01/2005 15:30:00,1922.5,1963.4,1916.95,1954.55,0
14/01/2005 15:30:00,1954.9,1961.4,1922.85,1931.1,0
17/01/2005 15:30:00,1931.75,1944.55,1902.45,1932.9,0
18/01/2005 15:30:00,1933.05,1956.95,1925.35,1934.05,0
19/01/2005 15:30:00,1934.1,1945.65,1922.35,1926.65,0
20/01/2005 15:30:00,1928.1,1940.95,1900.05,1925.3,0
24/01/2005 15:30:00,1925.3,1932.75,1902.9,1909,0
25/01/2005 15:30:00,1908.85,1934.25,1894.4,1931.85,0
27/01/2005 15:30:00,1931.9,1961.75,1929,1955,0
28/01/2005 15:30:00,1955.25,2014.25,1950.85,2008.3,0
31/01/2005 15:30:00,2008.45,2060.4,2006.35,2057.6,0
01/02/2005 15:30:00,2057.75,2072.5,2045.25,2059.85,0
02/02/2005 15:30:00,2062.15,2074.5,2045.5,2052.25,0
03/02/2005 15:30:00,2052.35,2083.75,2052.35,2079.45,0
04/02/2005 15:30:00,2079.4,2099.2,2060.8,2077.95,0
07/02/2005 15:30:00,2097.45,2098,2049.85,2055.1,0
08/02/2005 15:30:00,2055,2065,2043.6,2055.15,0
09/02/2005 15:30:00,2055.2,2077.7,2055.2,2070,0
10/02/2005 15:30:00,2070.1,2075.1,2049.85,2063.35,0
11/02/2005 15:30:00,2063.35,2084.5,2063.35,2082.05,0
14/02/2005 15:30:00,2083.05,2110.15,2083.05,2098.25,0
15/02/2005 15:30:00,2098.25,2101.6,2081.2,2089.95,0
16/02/2005 15:30:00,2090,2103.4,2059.45,2068.8,0
17/02/2005 15:30:00,2069.1,2069.15,2045.85,2061.9,0
18/02/2005 15:30:00,2062.45,2076.7,2048.85,2055.55,0
21/02/2005 15:30:00,2055.15,2065.75,2039.9,2043.2,0
22/02/2005 15:30:00,2043.4,2061.65,2036.6,2058.4,0
23/02/2005 15:30:00,2058.7,2065.15,2051.35,2057.1,0
24/02/2005 15:30:00,2057.75,2070.5,2052.4,2055.3,0
25/02/2005 15:30:00,2057.3,2081.85,2051.2,2060.9,0
28/02/2005 15:30:00,2061.2,2106.2,2047.7,2103.25,0
01/03/2005 15:30:00,2103.1,2115.1,2073.8,2084.4,0
02/03/2005 15:30:00,2084.6,2096.35,2080.55,2093.25,0
03/03/2005 15:30:00,2093.4,2132.75,2093.35,2128.85,0
04/03/2005 15:30:00,2129.1,2152.75,2129.1,2148.15,0
07/03/2005 15:30:00,2148.25,2166.85,2143.05,2160.1,0
08/03/2005 15:30:00,2160.65,2173.85,2154,2168.95,0
09/03/2005 15:30:00,2169.1,2183.45,2141.35,2160.8,0
10/03/2005 15:30:00,2160.85,2170.2,2145.75,2167.4,0
11/03/2005 15:30:00,2167.7,2182.1,2148.7,2154,0
14/03/2005 15:30:00,2153.8,2164.15,2140.9,2146.35,0
15/03/2005 15:30:00,2146.55,2151.35,2122,2128.95,0
16/03/2005 15:30:00,2129.35,2158.9,2121.1,2125.55,0
17/03/2005 15:30:00,2123.95,2126.55,2090.45,2098.5,0
18/03/2005 15:30:00,2097.75,2112.25,2077.2,2109.15,0
21/03/2005 15:30:00,2117.95,2124.8,2089.35,2096.6,0
22/03/2005 15:30:00,2096.75,2099,2056.5,2061.6,0
23/03/2005 15:30:00,2061.2,2067.45,2019.85,2026.4,0
24/03/2005 15:30:00,2026.6,2042.45,2007.35,2015.4,0
28/03/2005 15:30:00,2015.75,2046.85,2015.25,2029.45,0
29/03/2005 15:30:00,2029.4,2032.65,1971.55,1983.85,0
30/03/2005 15:30:00,1983.65,2000.45,1971.15,1993.7,0
31/03/2005 15:30:00,1994.5,2043.6,1994.5,2035.65,0
01/04/2005 15:30:00,2035.9,2071.2,2024.25,2067.65,0
04/04/2005 15:30:00,2067.65,2076.6,2054.9,2063.4,0
05/04/2005 15:30:00,2063.2,2077.95,2043.7,2052.55,0
06/04/2005 15:30:00,2054,2073.1,2051.3,2069.3,0
07/04/2005 15:30:00,2069.15,2084.9,2048.05,2052.85,0
08/04/2005 15:30:00,2053.05,2057.5,2024.8,2031.2,0
11/04/2005 15:30:00,2032.75,2033,2001.85,2008.2,0
12/04/2005 15:30:00,2002.75,2027.8,2002.75,2024.95,0
13/04/2005 15:30:00,2024.9,2038.85,2018.1,2025.45,0
15/04/2005 15:30:00,2022.5,2022.5,1952.75,1956.3,0
18/04/2005 15:30:00,1955.5,1959.25,1914.85,1927.8,0
19/04/2005 15:30:00,1927.9,1961.15,1902.8,1909.4,0
20/04/2005 15:30:00,1908.5,1941.85,1902.9,1929.7,0
21/04/2005 15:30:00,1930.5,1950,1911.4,1948.55,0
22/04/2005 15:30:00,1950.6,1972.95,1950,1967.35,0
25/04/2005 15:30:00,1968.45,1974.2,1952.4,1970.95,0
26/04/2005 15:30:00,1971.05,1972.85,1951.8,1957.1,0
27/04/2005 15:30:00,1959.45,1962.2,1930.35,1935.4,0
28/04/2005 15:30:00,1935.65,1950.25,1921.05,1941.3,0
29/04/2005 15:30:00,1943.2,1943.2,1896.3,1902.5,0
02/05/2005 15:30:00,1903.1,1925.6,1898.15,1916.75,0
03/05/2005 15:30:00,1916.95,1940.1,1911,1920.7,0
04/05/2005 15:30:00,1920.5,1944.45,1920.15,1942.6,0
05/05/2005 15:30:00,1942.6,1973.35,1942.05,1963.3,0
06/05/2005 15:30:00,1962.3,1984.4,1947.3,1977.5,0
09/05/2005 15:30:00,1978.05,2003.15,1978.05,2000.75,0
10/05/2005 15:30:00,2001,2007.8,1989.1,1994.3,0
11/05/2005 15:30:00,1990.55,1991.85,1975.05,1985.95,0
12/05/2005 15:30:00,1985.95,1999.85,1981.95,1993.15,0
13/05/2005 15:30:00,1992.5,1992.75,1978.9,1988.3,0
16/05/2005 15:30:00,1991.5,2014.95,1989.7,2012.6,0
17/05/2005 15:30:00,2013.1,2024.6,1984.75,1990.8,0
18/05/2005 15:30:00,1990.65,1990.95,1964.65,1982.75,0
19/05/2005 15:30:00,1983.15,2008.35,1983.15,1990.85,0
20/05/2005 15:30:00,1991.85,1998.2,1975.95,1992.4,0
23/05/2005 15:30:00,1992.1,2019.35,1991.7,2013.9,0
24/05/2005 15:30:00,2016,2031.9,2009.55,2028.6,0
25/05/2005 15:30:00,2028.55,2047.45,2019,2043.85,0
26/05/2005 15:30:00,2043.5,2078.65,2025.65,2074.7,0
27/05/2005 15:30:00,2073.25,2099.35,2069.5,2076.4,0
30/05/2005 15:30:00,2076.55,2086.85,2064.85,2072.4,0
31/05/2005 15:30:00,2072.5,2091.75,2066.55,2087.55,0
01/06/2005 15:30:00,2087.8,2097.6,2081.2,2087.55,0
02/06/2005 15:30:00,2087.85,2093.45,2062.55,2064.65,0
03/06/2005 15:30:00,2064.1,2097.25,2061.35,2094.25,0
06/06/2005 15:30:00,2092,2109.1,2087.4,2092.8,0
07/06/2005 15:30:00,2091.95,2102.85,2084.35,2098.15,0
08/06/2005 15:30:00,2094.7,2115.25,2094.05,2112.4,0
09/06/2005 15:30:00,2112.25,2118.65,2097.55,2103.2,0
10/06/2005 15:30:00,2103.45,2133.1,2086.3,2090.6,0
13/06/2005 15:30:00,2090.7,2106.65,2081.7,2102.75,0
